"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JLAJIJ52","journalArticle","2014","Mégie, Antoine","The origin of EU authority in criminal matters: a sociology of legal experts in European policy-making","Journal of European Public Policy","","1350-1763","10.1080/13501763.2013.829578","https://doi.org/10.1080/13501763.2013.829578","This article aims to show how experts in European law shaped the direction and content of European public policy in the area of criminal justice. Putting policy experts at the core of our analysis allows us to examine the meso level of policy-making processes directly, where we can study the actors that played a concrete role in providing political and technical solutions during the drafting and adoption of European decisions. Our research focuses specifically on magistrates and senior civil servants who were actively involved in formulating and adopting the instruments of judicial co-operation (the Eurojust unit and the European Arrest Warrant). Through a sociological analysis of individual and collective actions of these legal professionals, we can explain how this branch of the EU was institutionalized and achieved its current form.","2014-02-07","2018-11-27 16:27:13","2018-11-27 16:27:13","2018-11-27 16:27:13","230-247","","2","21","","","The origin of EU authority in criminal matters","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/JBJ6QF5N/Mégie - 2014 - The origin of EU authority in criminal matters a .pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/CHUTE92Z/13501763.2013.html","","","Criminal matters; Eurojust; European Arrest Warrant; judicial co-operation; legal experts; policy-making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRYTFFST","journalArticle","2016","Parsons, Craig","Ideas and power: four intersections and how to show them","Journal of European Public Policy","","1350-1763","10.1080/13501763.2015.1115538","https://doi.org/10.1080/13501763.2015.1115538","The notion that ideas powerfully shape policies seems highly intuitive. How actors think about policy matters, and their thinking is not just a mechanistic function of uninterpreted conditions around them. Yet turning this intuition into clear claims about the influence of ideas is challenging. This contribution extracts guidelines from the growing literature on ideas to suggest how to best display four common kinds of intersections between ideas and context that make the ideas powerful. We can show that certain ideas gain influence because ‘believers’ obtain power for unrelated reasons; because the ideas somehow empower actors to achieve power; because they make possible new coalitions of actors; or because they inform the crafting or retooling of institutions that matter. The essay highlights what some of the strongest literature on ideas does well and how it can become still more persuasive.","2016-03-15","2018-11-27 16:31:03","2018-11-27 16:31:03","2018-11-27 16:31:03","446-463","","3","23","","","Ideas and power","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/6LUYMX2M/Parsons - 2016 - Ideas and power four intersections and how to sho.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/TSISU4MG/13501763.2015.html","","","Explanation; ideas; methods; power; public policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2XJGJWN","journalArticle","2017","Delreux, Tom; Keukeleire, Stephan","Informal division of labour in EU foreign policy-making","Journal of European Public Policy","","1350-1763","10.1080/13501763.2016.1216151","https://doi.org/10.1080/13501763.2016.1216151","On many issues in European Union (EU) foreign policy-making, political steering and operational action are provided by an informal, self-selected group of actors. Although this informal division of labour is an important phenomenon, it has largely escaped the radar of EU foreign policy scholars. This article aims to fill that gap. Applying an inductive approach, it presents empirical observations from the fields of crisis management and external climate policy, illustrating the occurrence of informal division of labour. It subsequently provides an analytical framework to map the key dimensions of its different manifestations: the enabling factors, starting point, subject, institutional embeddedness, exclusiveness and durability of informal division of labour. Four possible effects on EU foreign policy-making are then discussed: an increased internal and external effectiveness; and a strengthened internal and external legitimacy. The article concludes by presenting suggestions for further empirical research on this phenomenon, as well as for theorizing it.","2017-10-27","2018-11-27 16:32:02","2018-11-27 16:32:02","2018-11-27 16:32:02","1471-1490","","10","24","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/5XC26X9Q/Delreux and Keukeleire - 2017 - Informal division of labour in EU foreign policy-m.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/2BSXY526/13501763.2016.html","","","Core Groups; division of labour; EU foreign policy-making; informal governance; lead negotiators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GJHX8SL","journalArticle","2014","Newig, Jens; Koontz, Tomas M.","Multi-level governance, policy implementation and participation: the EU's mandated participatory planning approach to implementing environmental policy","Journal of European Public Policy","","1350-1763","10.1080/13501763.2013.834070","https://doi.org/10.1080/13501763.2013.834070","Innovations in European Union (EU) policy making have produced a distinctive, novel mode of policy that combines components of participatory and multi-level governance for policy implementation. In this manuscript we provide a conceptualization of what we term the EU's ‘mandated participatory planning’ (MPP) approach. This approach is increasingly used to implement EU directives, mandating the explicit formulation of certain plans or programmes on mostly subnational or cross-national levels. Drawing on three empirical examples from (mostly) environmental policy, we argue that analysing MPP as such is useful to help identify challenges and possibilities for EU policy making. Our framework provides a means to organize inquiry and compare disparate policies, and to more broadly understand the integration of policy, planning and implementation. This perspective, in turn, sheds fresh light on familiar concepts at the intersections of multi-level governance, policy implementation and participatory governance, namely multilayer implementation, participatory implementation and polycentric governance.","2014-02-07","2018-11-27 16:42:54","2018-11-27 16:42:54","2018-11-27 16:42:54","248-267","","2","21","","","Multi-level governance, policy implementation and participation","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/WKEHUWEF/Newig and Koontz - 2014 - Multi-level governance, policy implementation and .pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/2N84Y5F7/13501763.2013.html","","","EU Air Quality Directives; EU Floods Directive; EU Water Framework Directive; federalism; nested policy cycle; policy delivery.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPI83XC6","journalArticle","2014","Daigneault, Pierre-Marc","Reassessing the concept of policy paradigm: aligning ontology and methodology in policy studies","Journal of European Public Policy","","1350-1763","10.1080/13501763.2013.834071","https://doi.org/10.1080/13501763.2013.834071","The concept of policy paradigm, which was developed by Peter Hall in 1993, has given rise to an abundance of literature on ideas and policy dynamics. Despite its theoretical value, however, the original concept was insufficiently specified and has been used in problematic ways by many policy scholars, thereby undermining the validity of their descriptive and causal inferences. The main argument defended in this article is that scholars studying policy paradigms should devote as much attention to the ideas of policy makers as to the policies they adopt, while distinguishing between the two constructs as much as possible. This article reviews these issues and puts forward seven guidelines that aim to better circumscribe the concept of policy paradigm and improve research on ideas and policy dynamics.","2014-03-16","2018-11-27 16:52:33","2018-11-27 16:52:33","2018-11-27 16:52:33","453-469","","3","21","","","Reassessing the concept of policy paradigm","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/JW3P6CAU/Daigneault - 2014 - Reassessing the concept of policy paradigm aligni.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/LMFKLQCU/13501763.2013.html","","","Conceptual analysis; ideas; ideational approach; methodology; policy dynamics; policy paradigm.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWTVB8M9","journalArticle","2014","Colli, Andrea; Mariotti, Sergio; Piscitello, Lucia","Governments as strategists in designing global players: the case of European utilities","Journal of European Public Policy","","1350-1763","10.1080/13501763.2013.861764","https://doi.org/10.1080/13501763.2013.861764","This article contributes to the understanding of the role of European governments in fostering new global players in the utilities. We argue that the international growth of firms stems from their interaction with governments, which act not only as rule setters but also as goal-oriented strategists, through public policies and mechanisms ranging from firm ownership to more indirect intervention designed to promote internationalization. We claim that the outcome of the interaction significantly depends on the country's form of capitalism. The particular form of capitalism manifested in a country is deeply rooted in historical and cultural behavioural models and differs according to path-dependent institutional changes. Our conjectures are empirically supported by a comparative analysis of the international growth of previously inward-looking domestic incumbents in the European energy and telecommunications industries over the last 15 years.","2014-04-21","2018-11-27 16:53:06","2018-11-27 16:53:06","2018-11-27 16:53:06","487-508","","4","21","","","Governments as strategists in designing global players","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/49XNWVX3/Colli et al. - 2014 - Governments as strategists in designing global pla.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/PVLEQG5T/13501763.2013.html","","","Forms of capitalism; global players; governments; institutional variety; international growth; utilities.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78MGPX94","journalArticle","2018","McConnell, Allan","Hidden agendas: shining a light on the dark side of public policy","Journal of European Public Policy","","1350-1763","10.1080/13501763.2017.1382555","https://doi.org/10.1080/13501763.2017.1382555","Allegations of hidden policy agendas are a perennial feature of public policy-making, but there are no works in existence dealing directly and systematically with this crucial phenomenon. This article seeks to address this gap with a novel heuristic allowing analysts to approach the topic of hidden agendas. It addresses issues of methodology: Who hides? What is hidden? Who do they hide it from? Tools/techniques used to hide. Consequences of hidden agendas that remain hidden. What happens once hidden agendas are exposed? It also examines normative dimensions, including the possibility that hidden agendas may actually serve the business of governing. The article also puts forward four criteria for ascertaining with a degree of plausibility the existence of a hidden agenda. It applies these criteria to a specific case study and argues that there is considerable potential for applying it to other cases.","2018-12-02","2018-11-27 16:53:28","2018-11-27 16:53:28","2018-11-27 16:53:28","1739-1758","","12","25","","","Hidden agendas","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/SA9M4L6Y/McConnell - 2018 - Hidden agendas shining a light on the dark side o.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/C93EY566/13501763.2017.html","","","Agenda-setting; decision-making; hidden agendas; policy agendas; policy studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMIDRCHN","journalArticle","2014","Dehousse, R.; Pasarín, A. Fernández; Plaza, J.","How consensual is comitology?","Journal of European Public Policy","","1350-1763","10.1080/13501763.2014.910819","https://doi.org/10.1080/13501763.2014.910819","This contribution revisits the question of the alleged consensual and deliberative nature of comitology proceedings on new conceptual and empirical bases. On the conceptual plane, we argue that it is important to separate the analysis of decision-making from that of outcomes: the fact that committees generally end up ratifying Commission proposals does not mean the latter are never contested. Consensus and deliberation being closely related concepts, we propose to focus on dissent within committees, which we regard as an indicator of a non-deliberative process or an imperfect deliberation. Applying this approach to data from the comitology register, we show the existence of a sizeable rate of contestation in various fields, and offer a first analysis of the factors that may influence dissensus.","2014-07-03","2018-11-27 16:54:09","2018-11-27 16:54:09","2018-11-27 16:54:09","842-859","","6","21","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/N6M9J5NW/Dehousse et al. - 2014 - How consensual is comitology.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/TKVGD42G/13501763.2014.html","","","Comitology; consensus; decision-making; deliberation; European institutions; unanimity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCDRT3SN","journalArticle","2016","Müller, Patrick; Slominski, Peter","Theorizing third country agency in EU rule transfer: linking the EU Emission Trading System with Norway, Switzerland and Australia","Journal of European Public Policy","","1350-1763","10.1080/13501763.2015.1066838","https://doi.org/10.1080/13501763.2015.1066838","The transfer of European Union (EU) policies has predominantly been studied as an EU-driven process. Transcending this EU-centric perspective, we provide a novel conceptualization of the role of third country actors as initiators and drivers, rather than as reactive receivers, of policy transfer. Based on our novel conceptual framework, we identify four strategies through which governments may overcome domestic veto-players and build stakeholder support. Specifically, third country governments may promote the transfer of EU policies by legitimizing policy choices, distributing the costs and benefits associated with a policy; rely on learning from the EU as a ‘resource’; and lock in a certain policy through an agreement with the EU. We demonstrate the empirical relevance of these strategies with respect to the transfer of the EU Emission Trading System to Norway, Switzerland and Australia.","2016-07-02","2018-11-27 16:57:00","2018-11-27 16:57:00","2018-11-27 16:57:00","814-832","","6","23","","","Theorizing third country agency in EU rule transfer","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/G7B5U4EN/Müller and Slominski - 2016 - Theorizing third country agency in EU rule transfe.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/E27V9CFG/13501763.2015.html","","","Climate policy; emission trading; EU policy transfer; external governance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQA68F3H","journalArticle","2015","Zhu, Ling; Lipsmeyer, Christine S.","Policy feedback and economic risk: the influence of privatization on social policy preferences","Journal of European Public Policy","","1350-1763","10.1080/13501763.2015.1031159","https://doi.org/10.1080/13501763.2015.1031159","Through policy feedback mechanisms, public policies can shape individuals’ preferences for those policies. While research has focused on the direct link between policies and preferences, how policies alter individuals’ preferences through indirect means remains less explored. Broadly, we argue that how micro-level factors influence policy preferences is contingent on the policy context, and specifically we contend that how economic risk influences preferences is contingent on the policy institutions that privatize social protection responsibilities. Using healthcare policy as the empirical context, we show that the level of privatization in national healthcare systems will colour how the risk of unemployment affects preferences for government healthcare.","2015-11-26","2018-11-27 16:57:24","2018-11-27 16:57:24","2018-11-27 16:57:24","1489-1511","","10","22","","","Policy feedback and economic risk","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/8QYCJ2JQ/Zhu and Lipsmeyer - 2015 - Policy feedback and economic risk the influence o.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/ANF5XDHX/13501763.2015.html","","","Economic risk; policy feedback; policy institutions; social policy preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKL6D3ZH","journalArticle","2017","Fossum, John Erik; Jachtenfuchs, Markus","Federal challenges and challenges to federalism. Insights from the EU and federal states","Journal of European Public Policy","","1350-1763","10.1080/13501763.2016.1273965","https://doi.org/10.1080/13501763.2016.1273965","The purpose of this collection is to discuss what we may learn from thinking about the EU in federal terms. Our point of departure is that this represents a two-fold challenge. It is on the one hand a matter of establishing ‘how federal’ the EU is (the EU’s federal challenge). On the other, the EU has federal features but is not a state; thus raises the question of whether federal theory and practice may have to be adapted to take proper account of the EU (the EU’s challenge to federalism). The contributions to this collection supplement and extend existing scholarship through focusing on two important lines of inquiry. The first focuses on the relationship between federalism and democracy, with particular emphasis on how federal systems respond to and deal with citizens’ interests and concerns, within and outside the political system. Particular emphasis is placed on representation, in the process of federalization, and as a feature of established systems. The second line of inquiry places the emphasis on the relationship among the governments of federal systems. The focus is on intergovernmental relations, and the particular merits that emanate from studying these from a federal perspective.","2017-04-11","2018-11-27 16:58:21","2018-11-27 16:58:21","2018-11-27 16:58:21","467-485","","4","24","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/IAD2PIK5/Fossum and Jachtenfuchs - 2017 - Federal challenges and challenges to federalism. I.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/QT4YXBDV/13501763.2016.html","","","Comparative federalism; integration theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKMNTR9W","journalArticle","2017","Csehi, Robert","Horizontal coordination in federal political systems – non-centralization in the European Union and Canada compared","Journal of European Public Policy","","1350-1763","10.1080/13501763.2017.1294195","https://doi.org/10.1080/13501763.2017.1294195","Using a comparative federalist approach, the main objective of this article is to understand how horizontal coordination in federal political systems is likely to materialize. Starting from the notion of ‘shared rule’, the article argues that ‘non-centralization’ may occur in a given policy area when the loss of resources at the constituent unit level is not compensated with an equivalent increase in federal powers. In the meantime, horizontal interdependence as well as vertical independence are facilitated through different incentives. The combination of these two factors leads to horizontal coordination where federal actors come to play a different role. The analytical framework advanced in the article is applied to two different cases, the Canadian inter-provincial trade, and the EU’s economic governance framework.","2017-04-11","2018-11-27 16:59:08","2018-11-27 16:59:08","2018-11-27 16:59:08","562-579","","4","24","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/4KV4ZGXH/Csehi - 2017 - Horizontal coordination in federal political syste.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/X3H6NMJ8/13501763.2017.html","","","Economic integration; federalism; intergovernmental relations; policy coordination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVI3RIXQ","journalArticle","1997","Bergman, Torbjörn","National parliaments and EU Affairs Committees: notes on empirical variation and competing explanations","Journal of European Public Policy","","1350-1763","10.1080/13501769780000051","https://doi.org/10.1080/13501769780000051","This article examines the link between fifteen national parliaments and decision-making in the EU Council of Ministers. The main purpose is to provide a comparative account of EU Affairs Committees and the national advisory processes of scrutiny and co-ordination that occur before a national government takes an official policy position in the Council. However, the variation that exists among the fifteen member states also raises the question of what explains it. In the second half of the article, it is argued that explanations of the variation should start from the complementary aspects of major interdisciplinary schools of thought such as culture theory, institutionalism and rational choice. This leads to a number of interesting new research questions.","1997-09-01","2018-11-27 16:59:32","2018-11-27 16:59:32","2018-11-27 16:59:32","373-387","","3","4","","","National parliaments and EU Affairs Committees","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/Y7R9ZIX2/Bergman - 1997 - National parliaments and EU Affairs Committees no.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/CHVIHFUM/13501769780000051.html","","","Competing explanations; complementary explanations; Council of Ministers; European Affairs Committees; national advisory process of scrutiny and co-ordination; national parliaments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC2K3YSW","journalArticle","2016","Vollaard, Hans; Bovenkamp, Hester van de; Martinsen, Dorte Sindbjerg","The making of a European healthcare union: a federalist perspective","Journal of European Public Policy","","1350-1763","10.1080/13501763.2015.1034160","https://doi.org/10.1080/13501763.2015.1034160","European Union (EU) involvement in healthcare policies is growing, despite the fact that national governments prefer to keep an almost exclusive say in these policies. This article explains how this shift of authority could happen and explores whether it will lead to a European healthcare union. It argues that federalism offers the most fruitful way to do so because of its sensitivity to the EU's institutional settings and to the territorial dimension of politics. The division of competences and national diversity of healthcare systems have been major obstacles for the formation of a healthcare union. However, the EU obtained a role in healthcare through the impact of non-healthcare legislation, voluntary co-operation, court rulings, governments’ joint-decision traps and fiscal stress of member states. The emerging European healthcare union is a system of co-operative federalism without much cost-sharing. The healthcare union's robustness is limited, also because it does not generate much loyalty towards the EU.","2016-02-07","2018-11-27 17:01:34","2018-11-27 17:01:34","2018-11-27 17:01:34","157-176","","2","23","","","The making of a European healthcare union","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/DUFT88Q5/Vollaard et al. - 2016 - The making of a European healthcare union a feder.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/3VKY586S/13501763.2015.html","","","European integration; federalism; healthcare; joint-decision trap; patients’ rights directive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P47CSVB","journalArticle","2017","Fabbrini, Sergio","Intergovernmentalism in the European Union. A comparative federalism perspective","Journal of European Public Policy","","1350-1763","10.1080/13501763.2016.1273375","https://doi.org/10.1080/13501763.2016.1273375","The article discusses the two forms of intergovernmentalism institutionalized in the European Union (EU), one adopted in internal market policies and the other in the new policies close to traditional state powers. On the basis of a comparative federalism approach, it investigates the different forms of influence that constituent state governments exercise on the decision-making process of two types of federation. Contrary to federal unions, such as the USA and Switzerland, in the EU the constituent states are represented by their governments. Constituent states are instead represented by their governments in federal states such as Germany (and informally in Canada), but in none of them they play the decision-making role as they do in the EU’s new policies regime. The article thus highlights the legitimacy vacuum in which the intergovernmental institutions operate in the latter policy regime, although this is not the case in the internal market policies regime.","2017-04-11","2018-11-27 17:01:52","2018-11-27 17:01:52","2018-11-27 17:01:52","580-597","","4","24","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/UYGL9BKV/Fabbrini - 2017 - Intergovernmentalism in the European Union. A comp.pdf; /Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/LGCP8D47/13501763.2016.html","","","Accountability; federal states; federal unions; intergovernmentalism; legitimacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257QUV56","journalArticle","2016","Simmons, Joel W.","Resource Wealth and Women’s Economic and Political Power in the U.S. States","Comparative Political Studies","","0010-4140","10.1177/0010414015597510","https://doi.org/10.1177/0010414015597510","Ross argues that oil wealth reduces women’s economic and political power, but critics maintain that accounting for a community’s attitudes toward gender equality makes the gendered resource curse disappear. This article disentangles the two perspectives by studying the effects of resource wealth on women’s economic and political status in the U.S. states, where resource wealth varies significantly while cultural differences are comparatively small. Data between 1997 and 2012 reveal evidence of a gendered resource curse, consistent with Ross. I also update the theory of the gendered resource curse by showing, via a culture-augmented labor–leisure model of workforce participation, that far from being irrelevant when accounting for varying attitudes toward gender roles, resource wealth and those patriarchal attitudes combine to suppress even more women’s economic and political influence. Data from the U.S. states support this expectation as well.","2016-01-01","2018-11-27 17:26:44","2018-11-27 17:26:44","2018-11-27 17:26:44","115-152","","1","49","","Comparative Political Studies","","","","","","","","en","","","","","SAGE Journals","","","","/Users/GrantAllard/Documents/Clemson PhD/Literature and Raw Data/Zotero/storage/N48L7JF5/Simmons - 2016 - Resource Wealth and Women’s Economic and Political.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
